f_blood,f_fat,f_water,f_mel,f_col,SO2,total_ratio,count
0.015017325369870285,0.0,0.8625234707528535,0.0,0.36170343921467407,0.6804511711989967,1.2392442353373978,1.0
0.0263988115083231,0.0,0.9559812815925667,0.0,0.383645238773053,0.7052321301629323,1.3660253318739428,1.0
0.03657786915355923,0.0,0.7627844911736241,0.0,0.2486420392455492,0.7440055286466224,1.0480043995727326,1.0
0.04341574278967105,0.0,0.7403112271340355,0.0,0.1635806927174543,0.7447889435205972,0.947307662641161,1.0
0.013115324701692702,0.0,0.7679216908402998,0.0,0.38690736216450794,0.6623437889823313,1.1679443777065006,1.0
0.0408502906086658,0.0,0.9598003388462328,0.0,0.39090161583800376,0.7086868647571147,1.3915522452929023,1.0
0.026136308716840254,0.0,0.8334356655492973,0.0,0.2551672399580832,0.6694653591001989,1.1147392142242207,1.0
0.03417017847739861,0.0,0.8487951547969571,0.0,0.18646524434439316,0.709499958524106,1.069430577618749,1.0
0.027684977593445907,0.0,0.7624758059614538,0.0,0.37466152060067914,0.6662450374177384,1.164822304155579,1.0
0.020474059237084192,0.0,0.7079001151408859,0.0,0.192339230983734,0.7087614779850465,0.9207134053617041,1.0
0.012212027296904841,0.0,0.9221324009165348,0.0,0.2649178610442242,0.6904326326485191,1.1992622892576639,1.0
0.036813652561209276,0.0,0.787907001253372,0.0,0.22037896742195542,0.6881183502162632,1.0450996212365367,1.0
0.048058335580616514,0.0,0.9310130314652347,0.0,0.188793498153231,0.6633549184369862,1.1678648651990824,1.0
0.030187750174895465,0.0,0.9582517417341263,0.0,0.26948799306050436,0.7268030758774683,1.257927484969526,1.0
0.0195723118045551,0.0,0.9495446608926118,0.0,0.1411151988489342,0.7142789722453091,1.1102321715461012,1.0
0.031840337230453,0.0,0.7876677101442248,0.0,0.10608980739055597,0.7250725447544406,0.9255978547652337,1.0
0.04454937028655279,0.0,0.9429863603147907,0.0,0.33850812257141216,0.706460621336006,1.3260438531727556,1.0
0.026364151588977754,0.0,0.7158360651729573,0.0,0.2032446164318763,0.6647676666385663,0.9454448331938113,1.0
0.019536907337142157,0.0,0.9763285478520299,0.0,0.1474029635479982,0.7113306049766713,1.1432684187371702,1.0
0.0468790483654545,0.0,0.9550786672148506,0.0,0.12469660548610888,0.7496297146913136,1.126654321066414,1.0
