f_blood,f_fat,f_water,f_mel,f_col,SO2,total_ratio,count
1.0,0.0,0.0,0.0,0.0,0.7292886890209207,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.8247738984163571,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5621570184332954,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.665757082990392,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.42481031354722404,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.7182998521814601,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.8912906123508355,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6794946920905804,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6337040744486095,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.4852309411874941,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.41461933112504457,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.8714119101732416,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6585748072300373,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.47428693440551306,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6980848307211001,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.7203742411520679,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6642844599068867,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.65882861908074,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.7991407271558014,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5712951887309075,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6213768037511864,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5341297597290975,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6581959142437792,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.682837474032478,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.7943431600854794,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6876754178560961,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5427679049741656,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.6855629327379159,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5839015059301729,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.5652606055118845,1.0,1.0
